Customer ID,Age,Gender,Total_Purchases,Total_Spent,Avg_Order_Value,Total_Items,Total_Returns,Avg_Return_Rate,First_Purchase,Last_Purchase,Churn,Customer_Lifetime_Days,Days_Since_Last_Purchase
419,41,Female,8,23627,2953.375,20,2.0,0.25,2021-06-22,2023-07-18,0,756,59
429,23,Male,5,8326,1665.2,17,1.0,0.2,2020-05-10,2022-06-16,0,767,456
430,51,Female,2,8019,4009.5,2,0.0,0.0,2021-08-22,2022-03-31,0,221,533
431,56,Male,8,25467,3183.375,30,5.0,0.7142857142857143,2020-06-21,2023-06-15,0,1089,92
432,46,Female,7,22702,3243.1428571428573,27,4.0,0.6666666666666666,2020-05-26,2023-09-13,0,1205,2
435,23,Male,5,12347,2469.4,22,4.0,1.0,2020-12-15,2022-12-23,1,738,266
436,38,Female,5,11109,2221.8,17,1.0,0.2,2021-04-19,2023-04-18,1,729,150
440,67,Male,10,28560,2856.0,34,1.0,0.1111111111111111,2020-01-19,2023-06-11,0,1239,96
442,50,Male,4,12242,3060.5,13,0.0,0.0,2021-08-19,2022-12-25,1,493,264
444,32,Female,7,25034,3576.285714285714,26,6.0,0.8571428571428571,2020-12-06,2023-07-14,0,950,63
451,36,Male,3,7882,2627.3333333333335,7,1.0,0.3333333333333333,2020-06-09,2023-06-08,0,1094,99
452,55,Male,3,6869,2289.6666666666665,12,2.0,1.0,2020-01-05,2021-02-25,0,417,932
458,24,Male,3,6957,2319.0,6,0.0,0.0,2022-05-12,2023-02-22,0,286,205
460,36,Female,5,15315,3063.0,16,3.0,1.0,2020-07-31,2023-01-24,0,907,234
463,42,Male,3,6805,2268.3333333333335,13,1.0,0.5,2020-03-23,2021-09-10,1,536,735
470,66,Male,4,9378,2344.5,11,0.0,0.0,2020-11-16,2023-08-05,0,992,41
471,47,Male,6,12763,2127.1666666666665,11,2.0,0.3333333333333333,2021-01-02,2023-08-11,0,951,35
472,62,Female,2,5887,2943.5,5,1.0,0.5,2021-01-28,2022-10-26,1,636,324
473,49,Male,5,13472,2694.4,13,2.0,0.4,2020-01-02,2022-07-04,0,914,438
474,54,Male,5,8809,1761.8,19,2.0,0.6666666666666666,2020-01-27,2023-09-08,0,1320,7
476,51,Male,4,12942,3235.5,10,1.0,0.3333333333333333,2021-06-26,2022-08-27,0,427,384
479,25,Male,7,17409,2487.0,23,3.0,0.5,2020-08-13,2023-04-02,0,962,166
481,58,Male,5,14253,2850.6,17,2.0,0.6666666666666666,2020-03-22,2022-08-08,0,869,403
491,70,Female,4,11834,2958.5,15,3.0,0.75,2020-07-18,2022-01-31,1,562,592
493,39,Female,3,9172,3057.3333333333335,10,2.0,0.6666666666666666,2021-04-23,2022-11-24,1,580,295
496,23,Male,1,2649,2649.0,4,1.0,1.0,2023-07-02,2023-07-02,0,0,75
497,54,Female,2,3913,1956.5,4,1.0,1.0,2021-06-02,2021-11-16,0,167,668
500,61,Female,6,20407,3401.1666666666665,17,1.0,0.25,2020-03-23,2023-01-09,0,1022,249
501,24,Female,3,8879,2959.6666666666665,9,1.0,0.5,2020-01-24,2022-09-10,1,960,370
507,26,Male,1,488,488.0,2,0.0,0.0,2021-10-22,2021-10-22,0,0,693
512,49,Female,5,18370,3674.0,15,2.0,0.4,2020-05-08,2023-03-21,0,1047,178
513,67,Male,11,21332,1939.2727272727273,40,3.0,0.3333333333333333,2020-08-04,2023-08-01,0,1092,45
516,52,Male,5,17718,3543.6,21,2.0,0.6666666666666666,2020-12-24,2023-06-14,0,902,93
519,29,Female,5,14492,2898.4,10,0.0,0.0,2020-03-04,2022-10-20,0,960,330
530,55,Female,5,7613,1522.6,13,2.0,0.5,2021-02-20,2023-07-18,0,878,59
539,22,Female,6,14695,2449.1666666666665,19,4.0,0.8,2020-01-15,2023-06-05,1,1237,102
540,43,Male,5,14931,2986.2,25,4.0,0.8,2020-09-19,2022-04-15,0,573,518
542,57,Female,4,14809,3702.25,12,3.0,0.75,2020-01-23,2023-03-19,0,1151,180
544,69,Male,4,13591,3397.75,14,2.0,0.6666666666666666,2020-07-20,2022-11-22,0,855,297
545,38,Female,6,16230,2705.0,22,3.0,0.5,2020-05-30,2023-06-06,1,1102,101
548,28,Female,10,30644,3064.4,29,2.0,0.2857142857142857,2020-07-01,2023-08-27,0,1152,19
553,47,Female,4,12928,3232.0,17,1.0,0.3333333333333333,2021-08-24,2023-09-05,0,742,10
556,28,Female,6,18814,3135.6666666666665,19,1.0,0.3333333333333333,2020-07-16,2022-07-10,0,724,432
559,59,Female,6,20041,3340.1666666666665,15,3.0,0.5,2020-09-24,2022-11-30,0,797,289
560,61,Male,5,14385,2877.0,14,2.0,0.5,2020-02-03,2022-02-15,1,743,577
570,38,Male,1,1611,1611.0,3,0.0,0.0,2021-08-12,2021-08-12,0,0,764
572,22,Female,6,15086,2514.3333333333335,20,2.0,0.5,2021-03-30,2023-08-28,0,881,18
577,18,Male,5,14374,2874.8,12,2.0,0.5,2020-11-30,2022-08-23,0,631,388
578,62,Male,2,6048,3024.0,7,2.0,1.0,2020-01-11,2022-11-01,0,1025,318
580,21,Male,3,7239,2413.0,7,0.0,0.0,2021-02-21,2021-11-26,0,278,658
581,42,Female,4,12305,3076.25,7,3.0,0.75,2022-02-19,2023-04-07,0,412,161
582,21,Male,4,12122,3030.5,16,1.0,0.5,2020-01-15,2023-05-24,0,1225,114
587,61,Female,7,20708,2958.285714285714,17,3.0,0.5,2020-05-30,2023-09-09,1,1197,6
588,19,Male,7,24049,3435.5714285714284,21,3.0,0.5,2020-03-22,2023-09-11,0,1268,4
593,50,Male,5,9481,1896.2,17,3.0,0.6,2021-10-05,2023-02-06,0,489,221
596,45,Male,6,13237,2206.1666666666665,16,1.0,0.25,2020-03-18,2022-06-08,0,812,464
597,62,Female,4,11588,2897.0,8,3.0,1.0,2021-10-05,2023-08-27,0,691,19
599,30,Male,10,19970,1997.0,27,3.0,0.5,2020-02-15,2023-06-11,0,1212,96
601,51,Female,7,14055,2007.857142857143,23,2.0,0.3333333333333333,2020-01-02,2023-08-22,0,1328,24
602,44,Female,4,14620,3655.0,12,3.0,0.75,2020-11-14,2023-08-10,1,999,36
603,69,Female,5,12460,2492.0,16,0.0,0.0,2020-09-02,2023-01-30,0,880,228
604,59,Male,5,10300,2060.0,14,2.0,0.5,2020-03-06,2023-03-27,0,1116,172
606,65,Male,7,16901,2414.4285714285716,23,5.0,0.7142857142857143,2020-08-22,2023-07-11,0,1053,66
613,22,Female,3,11027,3675.6666666666665,8,0.0,0.0,2020-02-29,2021-03-18,0,383,911
618,36,Female,9,18462,2051.3333333333335,31,7.0,0.875,2020-05-06,2023-06-20,0,1140,87
620,65,Female,7,22270,3181.4285714285716,24,4.0,0.6666666666666666,2020-04-05,2023-06-16,0,1167,91
623,45,Female,9,27963,3107.0,29,3.0,0.375,2020-01-10,2023-01-14,0,1100,244
625,18,Male,1,4902,4902.0,5,0.0,0.0,2020-10-05,2020-10-05,0,0,1075
626,49,Male,5,20327,4065.4,12,2.0,0.6666666666666666,2020-01-05,2022-01-27,0,753,596
631,31,Male,5,13659,2731.8,11,1.0,0.25,2020-07-27,2023-03-06,0,952,193
633,39,Male,3,6804,2268.0,10,2.0,0.6666666666666666,2023-02-23,2023-03-18,0,23,181
634,70,Female,7,24909,3558.4285714285716,30,5.0,0.8333333333333334,2020-10-22,2023-04-30,1,920,138
636,46,Male,2,8302,4151.0,8,0.0,0.0,2020-01-30,2023-05-13,0,1199,125
642,40,Male,4,9529,2382.25,10,3.0,0.75,2020-10-20,2022-11-28,0,769,291
646,18,Male,6,20521,3420.1666666666665,21,1.0,0.2,2020-04-21,2023-05-30,0,1134,108
647,52,Female,2,3587,1793.5,6,0.0,0.0,2020-07-14,2020-08-27,1,44,1114
650,50,Male,6,10729,1788.1666666666667,18,1.0,0.2,2020-03-15,2022-10-06,0,935,344
654,21,Female,2,4800,2400.0,5,2.0,1.0,2022-08-18,2022-12-09,0,113,280
660,41,Male,7,23905,3415.0,16,4.0,0.6666666666666666,2020-05-13,2022-12-13,0,944,276
663,40,Female,5,13770,2754.0,14,1.0,0.3333333333333333,2021-03-06,2023-05-26,0,811,112
665,25,Female,9,27161,3017.8888888888887,26,6.0,0.75,2020-12-12,2023-06-13,1,913,94
667,36,Male,5,10031,2006.2,14,2.0,0.4,2020-05-06,2022-12-14,0,952,275
671,70,Male,7,23688,3384.0,21,2.0,0.3333333333333333,2021-01-22,2023-06-04,0,863,103
673,31,Female,7,19648,2806.8571428571427,14,2.0,0.5,2020-06-01,2023-09-09,0,1195,6
674,23,Male,3,7108,2369.3333333333335,14,1.0,0.3333333333333333,2021-03-11,2022-12-26,1,655,263
676,45,Male,5,8071,1614.2,15,3.0,0.75,2021-01-13,2023-08-23,0,952,23
683,32,Female,4,12525,3131.25,15,2.0,0.6666666666666666,2020-11-01,2023-06-25,1,966,82
685,48,Male,5,14365,2873.0,16,1.0,0.5,2020-01-30,2023-04-14,1,1170,154
686,34,Female,3,4810,1603.3333333333333,11,1.0,0.5,2020-01-02,2022-08-24,1,965,387
688,23,Female,4,9355,2338.75,10,1.0,0.5,2020-06-03,2023-04-20,0,1051,148
689,38,Male,8,29573,3696.625,25,2.0,0.3333333333333333,2020-04-11,2022-08-15,0,856,396
692,35,Male,5,12350,2470.0,10,2.0,0.5,2020-06-13,2023-05-16,0,1067,122
694,40,Male,3,11926,3975.3333333333335,9,1.0,0.5,2020-01-29,2023-06-22,0,1240,85
696,26,Male,6,14888,2481.3333333333335,20,5.0,0.8333333333333334,2020-08-21,2023-07-06,1,1049,71
699,67,Male,3,9545,3181.6666666666665,8,2.0,0.6666666666666666,2022-01-13,2023-05-17,0,489,121
704,30,Female,3,5620,1873.3333333333333,9,1.0,0.5,2022-07-28,2023-04-12,0,258,156
707,37,Male,7,15401,2200.1428571428573,23,2.0,0.3333333333333333,2021-05-05,2022-12-22,1,596,267
709,39,Female,7,21354,3050.5714285714284,15,4.0,0.6666666666666666,2021-04-23,2023-07-31,0,829,46
711,19,Male,3,6950,2316.6666666666665,12,1.0,1.0,2022-03-02,2022-09-14,0,196,366
715,43,Female,7,27385,3912.1428571428573,14,5.0,0.8333333333333334,2020-06-08,2023-04-03,0,1029,165
723,54,Male,3,5415,1805.0,14,1.0,0.3333333333333333,2020-03-16,2022-03-02,0,716,562
725,36,Female,4,11622,2905.5,14,0.0,0.0,2020-09-22,2022-05-22,0,607,481
727,21,Male,3,6286,2095.3333333333335,11,0.0,0.0,2020-08-18,2023-01-31,1,896,227
729,41,Female,6,17141,2856.8333333333335,22,3.0,0.5,2020-02-26,2022-09-05,0,922,375
731,38,Female,5,16120,3224.0,13,3.0,0.75,2020-07-11,2023-03-11,0,973,188
732,53,Female,6,13548,2258.0,16,1.0,0.3333333333333333,2020-01-31,2023-03-28,0,1152,171
734,41,Male,2,3501,1750.5,4,0.0,0.0,2021-06-07,2022-02-16,0,254,576
737,40,Female,7,17250,2464.285714285714,22,2.0,0.3333333333333333,2021-03-23,2023-07-16,0,845,61
738,50,Male,4,14942,3735.5,12,1.0,0.3333333333333333,2020-05-16,2023-02-05,0,995,222
743,67,Female,6,17035,2839.1666666666665,19,3.0,0.5,2020-07-29,2023-05-03,0,1008,135
744,64,Female,6,18644,3107.3333333333335,19,6.0,1.0,2020-09-25,2023-06-12,0,990,95
747,39,Female,7,14802,2114.5714285714284,17,4.0,0.6666666666666666,2020-06-11,2023-06-13,0,1097,94
748,20,Male,3,3776,1258.6666666666667,10,2.0,1.0,2020-06-17,2022-10-16,0,851,334
754,26,Female,3,12333,4111.0,13,1.0,0.3333333333333333,2020-12-24,2021-06-15,0,173,822
756,39,Male,2,7186,3593.0,8,1.0,0.5,2023-01-04,2023-06-16,0,163,91
758,26,Male,6,8632,1438.6666666666667,18,1.0,0.2,2022-03-26,2023-04-05,0,375,163
760,39,Female,10,23054,2305.4,27,5.0,0.625,2020-03-09,2023-01-05,0,1032,253
762,54,Male,4,16496,4124.0,14,2.0,0.5,2020-01-11,2022-11-11,0,1035,308
768,35,Female,8,26452,3306.5,23,3.0,0.5,2020-12-12,2023-07-22,0,952,55
770,55,Male,3,9680,3226.6666666666665,9,2.0,1.0,2020-01-15,2023-01-17,1,1098,241
772,30,Female,3,11837,3945.6666666666665,10,2.0,1.0,2020-04-11,2023-03-19,1,1072,180
774,24,Female,5,11904,2380.8,12,3.0,0.6,2021-04-29,2022-12-16,0,596,273
776,27,Male,8,16944,2118.0,24,4.0,0.6666666666666666,2020-05-19,2023-05-25,0,1101,113
777,31,Female,3,12895,4298.333333333333,8,0.0,0.0,2022-04-21,2023-08-01,0,467,45
780,23,Female,8,17750,2218.75,22,2.0,0.25,2020-08-02,2023-05-20,1,1021,118
